rf,ef,ab,gb
0.000000,0.000000,0.494562,0.013961
0.220000,0.115000,0.500183,0.402346
0.005000,0.010000,0.496360,0.059605
0.015000,0.020000,0.496802,0.076036
0.010000,0.020000,0.495546,0.030014
0.385000,0.360000,0.499308,0.341424
0.210000,0.165000,0.497163,0.101734
0.035000,0.045000,0.497346,0.083313
0.020000,0.020000,0.495794,0.055087
0.050000,0.245000,0.497559,0.094490
0.000000,0.000000,0.494124,0.014474
0.040000,0.015000,0.496810,0.080693
0.000000,0.005000,0.494869,0.016376
0.005000,0.000000,0.493806,0.007546
0.000000,0.005000,0.494315,0.010482
0.035000,0.020000,0.495639,0.028615
0.155000,0.085000,0.497370,0.174322
0.000000,0.010000,0.494776,0.014166
0.045000,0.020000,0.495192,0.022239
0.005000,0.000000,0.494181,0.008374
0.015000,0.000000,0.495251,0.018211
0.015000,0.010000,0.495928,0.033511
0.005000,0.010000,0.494626,0.015592
0.025000,0.000000,0.493603,0.007495
0.000000,0.000000,0.493365,0.006335
0.205000,0.275000,0.497160,0.243536
0.005000,0.040000,0.494067,0.010918
0.020000,0.020000,0.494791,0.012886
0.025000,0.035000,0.495906,0.032300
0.110000,0.085000,0.498312,0.175062
0.000000,0.000000,0.494264,0.009774
0.100000,0.070000,0.497227,0.082630
0.275000,0.260000,0.498507,0.252071
0.675000,0.730000,0.501507,0.615869
0.000000,0.000000,0.493715,0.008559
0.035000,0.015000,0.495069,0.016108
0.005000,0.000000,0.492923,0.006191
0.065000,0.070000,0.496961,0.080101
0.005000,0.000000,0.495456,0.018051
0.010000,0.120000,0.493807,0.008699
0.045000,0.005000,0.493653,0.009022
0.120000,0.090000,0.496639,0.044814
0.010000,0.000000,0.494733,0.012240
0.005000,0.000000,0.494125,0.010185
0.000000,0.000000,0.493788,0.008219
0.010000,0.025000,0.494330,0.010889
0.335000,0.330000,0.498822,0.363396
0.060000,0.120000,0.496802,0.060411
0.045000,0.010000,0.495767,0.021244
0.055000,0.080000,0.495959,0.048609
0.015000,0.005000,0.493776,0.008311
0.000000,0.000000,0.494512,0.012374
0.435000,0.555000,0.499574,0.360339
0.045000,0.025000,0.496120,0.051571
0.000000,0.000000,0.494317,0.010435
0.020000,0.020000,0.495490,0.027419
0.005000,0.000000,0.493660,0.008029
0.005000,0.000000,0.494173,0.010829
0.035000,0.005000,0.496671,0.083429
0.005000,0.000000,0.494961,0.016037
0.010000,0.000000,0.493867,0.011466
0.005000,0.025000,0.495628,0.023948
0.000000,0.005000,0.493935,0.008173
0.090000,0.015000,0.495237,0.015861
0.000000,0.010000,0.496414,0.037746
0.030000,0.005000,0.495041,0.013928
0.005000,0.010000,0.494450,0.012074
0.110000,0.140000,0.496363,0.057479
0.000000,0.000000,0.493900,0.010135
0.275000,0.320000,0.499005,0.207652
0.095000,0.055000,0.496096,0.057287
0.065000,0.040000,0.497832,0.165369
0.415000,0.495000,0.501802,0.695869
0.245000,0.255000,0.496934,0.163777
0.260000,0.190000,0.497519,0.204578
0.175000,0.115000,0.496933,0.073084
0.005000,0.005000,0.494924,0.011666
0.005000,0.025000,0.494441,0.009794
0.015000,0.005000,0.494881,0.015059
0.000000,0.000000,0.494541,0.013320
0.035000,0.090000,0.495443,0.023695
0.360000,0.320000,0.498103,0.261504
0.015000,0.015000,0.495046,0.017367
0.045000,0.005000,0.496034,0.023560
0.000000,0.000000,0.494429,0.011548
0.000000,0.020000,0.493789,0.007622
0.025000,0.020000,0.495465,0.016271
0.000000,0.005000,0.493710,0.008173
0.015000,0.000000,0.493850,0.010778
0.110000,0.060000,0.496813,0.084298
0.070000,0.045000,0.495727,0.033260
0.015000,0.000000,0.494423,0.014706
0.645000,0.605000,0.501118,0.464465
0.000000,0.000000,0.493243,0.005484
0.015000,0.030000,0.495122,0.024085
0.480000,0.350000,0.497807,0.216369
0.070000,0.070000,0.496037,0.033910
0.000000,0.000000,0.494924,0.014909
0.065000,0.040000,0.496736,0.075417
0.000000,0.000000,0.494472,0.011335
0.000000,0.000000,0.493740,0.007825
0.005000,0.000000,0.494415,0.018275
0.030000,0.145000,0.496387,0.043057
0.020000,0.005000,0.494850,0.015152
0.035000,0.325000,0.493979,0.006293
0.010000,0.005000,0.494685,0.013196
0.015000,0.010000,0.494622,0.009583
0.140000,0.150000,0.496907,0.124491
0.000000,0.000000,0.494792,0.014914
0.000000,0.005000,0.493215,0.006615
0.000000,0.005000,0.493456,0.006873
0.030000,0.040000,0.496409,0.055781
0.090000,0.155000,0.496332,0.056502
0.065000,0.015000,0.497375,0.095869
0.045000,0.145000,0.495715,0.070722
0.005000,0.000000,0.493501,0.006812
0.005000,0.010000,0.494349,0.010900
0.130000,0.065000,0.496468,0.087831
0.060000,0.040000,0.496957,0.086761
0.015000,0.005000,0.494588,0.013814
0.060000,0.030000,0.496371,0.069383
0.055000,0.015000,0.496755,0.061001
0.010000,0.000000,0.494448,0.012453
0.045000,0.025000,0.495839,0.038059
0.000000,0.000000,0.493510,0.006700
0.010000,0.000000,0.493608,0.006615
0.040000,0.005000,0.495261,0.019043
0.025000,0.000000,0.494362,0.012882
0.005000,0.000000,0.494112,0.011055
0.000000,0.000000,0.494852,0.016592
0.000000,0.000000,0.493166,0.006415
0.000000,0.000000,0.493935,0.007395
0.045000,0.045000,0.495487,0.045593
0.445000,0.330000,0.498584,0.336258
0.035000,0.005000,0.494736,0.014154
0.030000,0.035000,0.495873,0.031822
0.035000,0.000000,0.494607,0.014635
0.010000,0.005000,0.494148,0.010403
0.010000,0.015000,0.494802,0.014898
0.010000,0.075000,0.496359,0.053367
0.000000,0.000000,0.493760,0.009757
0.100000,0.050000,0.495462,0.036926
0.180000,0.155000,0.500073,0.342109
0.105000,0.025000,0.496979,0.068046
0.000000,0.000000,0.493899,0.009222
0.005000,0.005000,0.494282,0.011064
0.065000,0.045000,0.496470,0.055115
0.020000,0.040000,0.494264,0.011506
0.005000,0.000000,0.493255,0.006841
0.000000,0.000000,0.495511,0.030499
0.015000,0.000000,0.495047,0.019715
0.000000,0.000000,0.493744,0.007098
0.115000,0.055000,0.497213,0.083018
0.290000,0.215000,0.496997,0.088502
0.005000,0.015000,0.494799,0.013641
0.000000,0.010000,0.494172,0.009316
0.040000,0.035000,0.496804,0.085283
0.000000,0.000000,0.493268,0.006871
0.030000,0.085000,0.497538,0.126956
0.000000,0.000000,0.494100,0.008609
0.075000,0.325000,0.496550,0.065947
0.280000,0.260000,0.498407,0.449831
0.020000,0.160000,0.495124,0.023555
0.290000,0.155000,0.498185,0.162101
0.000000,0.005000,0.494565,0.015054
0.000000,0.005000,0.493952,0.008289
0.010000,0.025000,0.496004,0.042427
0.000000,0.015000,0.495010,0.018461
0.035000,0.050000,0.493744,0.008325
0.065000,0.075000,0.496400,0.059458
0.000000,0.005000,0.494410,0.009777
0.055000,0.020000,0.495172,0.028406
0.035000,0.005000,0.495002,0.020610
0.030000,0.050000,0.495498,0.030394
0.065000,0.035000,0.496762,0.075516
0.135000,0.040000,0.497014,0.062718
0.015000,0.015000,0.495252,0.014795
0.040000,0.025000,0.496300,0.052066
0.065000,0.045000,0.495848,0.034510
0.225000,0.385000,0.497149,0.125740
0.000000,0.000000,0.495673,0.016823
0.100000,0.070000,0.496046,0.039804
0.105000,0.030000,0.497242,0.089542
0.005000,0.000000,0.494087,0.010770
0.065000,0.055000,0.496326,0.054408
0.020000,0.010000,0.496110,0.030512
0.020000,0.005000,0.494973,0.016092
0.345000,0.170000,0.497714,0.120232
0.000000,0.005000,0.494537,0.010346
0.000000,0.020000,0.494779,0.015053
0.000000,0.005000,0.494462,0.011492
0.095000,0.025000,0.496581,0.084912
0.075000,0.105000,0.496372,0.055056
0.015000,0.005000,0.494252,0.011472
0.300000,0.210000,0.500003,0.374844
0.020000,0.015000,0.494898,0.018648
0.035000,0.030000,0.497243,0.090354
0.010000,0.000000,0.494652,0.011813
0.230000,0.030000,0.497019,0.059748
0.000000,0.005000,0.494277,0.012273
0.265000,0.365000,0.498449,0.213270
0.035000,0.005000,0.496075,0.043166
0.005000,0.005000,0.493569,0.008740
0.050000,0.065000,0.495521,0.033857
0.250000,0.270000,0.499571,0.301570
0.020000,0.030000,0.495383,0.016613
0.005000,0.005000,0.494540,0.011985
0.000000,0.005000,0.495227,0.016681
0.000000,0.000000,0.494216,0.008503
0.000000,0.000000,0.494121,0.008913
0.000000,0.000000,0.494015,0.009384
0.010000,0.025000,0.495564,0.023173
0.060000,0.035000,0.497881,0.117930
0.030000,0.060000,0.496326,0.064166
0.000000,0.000000,0.494034,0.009192
0.465000,0.515000,0.499372,0.433796
0.220000,0.105000,0.498305,0.212209
0.290000,0.390000,0.498987,0.380960
0.020000,0.055000,0.495656,0.039962
0.190000,0.135000,0.496930,0.105438
0.020000,0.030000,0.495960,0.035181
0.035000,0.015000,0.495688,0.022974
0.350000,0.490000,0.501900,0.570891
0.005000,0.000000,0.493853,0.008891
0.040000,0.060000,0.496748,0.079846
0.135000,0.155000,0.497308,0.117363
0.000000,0.020000,0.495667,0.034572
0.000000,0.000000,0.495387,0.024903
0.000000,0.105000,0.496757,0.062551
0.000000,0.010000,0.496053,0.037759
0.035000,0.005000,0.494206,0.011792
0.000000,0.000000,0.493697,0.007431
0.480000,0.420000,0.498856,0.453060
0.020000,0.045000,0.496576,0.065504
0.045000,0.020000,0.494876,0.014030
0.440000,0.620000,0.498591,0.272528
0.000000,0.005000,0.494203,0.012945
0.230000,0.190000,0.497759,0.148845
0.000000,0.020000,0.494296,0.011568
0.050000,0.015000,0.495199,0.015077
0.230000,0.470000,0.497763,0.153368
0.000000,0.000000,0.493318,0.007131
0.015000,0.070000,0.495684,0.039666
0.030000,0.015000,0.495023,0.016877
0.010000,0.000000,0.493744,0.006658
0.010000,0.015000,0.493762,0.008543
0.000000,0.000000,0.494141,0.010618
0.060000,0.075000,0.495651,0.041598
0.020000,0.000000,0.494224,0.011133
0.054002,0.044167,0.496422,0.049857
0.105000,0.070000,0.497445,0.125267
0.005000,0.000000,0.494880,0.016430
0.110000,0.040000,0.496374,0.044128
0.045000,0.060000,0.496928,0.081476
0.000000,0.000000,0.493868,0.007999
0.025000,0.000000,0.494413,0.009391
0.005000,0.000000,0.495422,0.020881
0.000000,0.000000,0.495183,0.021719
0.015000,0.035000,0.496569,0.049275
0.015000,0.020000,0.496348,0.052668
0.060000,0.090000,0.496613,0.063222
0.040000,0.060000,0.495324,0.027265
0.030000,0.005000,0.494929,0.014489
0.050000,0.045000,0.496619,0.063059
0.005000,0.010000,0.495377,0.017579
0.570000,0.545000,0.500416,0.513349
0.035000,0.010000,0.494597,0.018736
0.595000,0.730000,0.502710,0.786577
0.035000,0.035000,0.496709,0.076254
0.015000,0.055000,0.495303,0.027096
0.000000,0.000000,0.493780,0.009271
0.075000,0.050000,0.495597,0.034743
0.400000,0.255000,0.499624,0.422352
0.000000,0.000000,0.494886,0.014034
0.000000,0.000000,0.493572,0.008891
0.025000,0.030000,0.496733,0.060299
0.030000,0.030000,0.494300,0.010153
0.270000,0.180000,0.496812,0.176699
0.015000,0.005000,0.494636,0.013894
0.000000,0.000000,0.493726,0.007542
0.005000,0.025000,0.494769,0.012726
0.000000,0.000000,0.494083,0.010237
0.025000,0.020000,0.496531,0.055675
0.010000,0.015000,0.494479,0.009587
0.030000,0.005000,0.496018,0.032373
0.015000,0.010000,0.494693,0.017199
0.035000,0.035000,0.494197,0.011080
0.045000,0.060000,0.497080,0.086436
0.030000,0.030000,0.496366,0.069344
0.130000,0.070000,0.497883,0.118220
0.020000,0.035000,0.496810,0.070024
0.190000,0.035000,0.497930,0.193758
0.085000,0.055000,0.495218,0.055230
0.010000,0.000000,0.494785,0.014845
0.045000,0.010000,0.495490,0.029665
0.015000,0.020000,0.494293,0.009712
0.000000,0.000000,0.493038,0.006156
0.005000,0.085000,0.495695,0.029604
0.005000,0.000000,0.493384,0.005550
0.300000,0.290000,0.496223,0.078987
0.000000,0.000000,0.494015,0.010135
0.005000,0.000000,0.497084,0.070404
0.005000,0.000000,0.495530,0.025088
0.005000,0.015000,0.494037,0.010191
0.035000,0.045000,0.495591,0.033303
0.245000,0.160000,0.497976,0.289372
0.005000,0.085000,0.496695,0.083979
0.000000,0.000000,0.494240,0.010879
0.000000,0.005000,0.494905,0.017092
0.060000,0.080000,0.495820,0.033054
0.002000,0.000000,0.496210,0.049112
0.000000,0.000000,0.494307,0.011526
0.010000,0.000000,0.494854,0.013606
0.000000,0.005000,0.494284,0.010504
0.000000,0.000000,0.494060,0.009513
0.015000,0.000000,0.493853,0.007890
0.025000,0.010000,0.495372,0.017420
0.150000,0.375000,0.497376,0.122758
0.000000,0.000000,0.493514,0.006910
0.055000,0.005000,0.496600,0.080740
0.135000,0.050000,0.495227,0.021975
0.015000,0.010000,0.494798,0.015008
0.045000,0.010000,0.494487,0.010789
0.025000,0.015000,0.495525,0.023566
0.140000,0.065000,0.496116,0.049258
0.000000,0.000000,0.493420,0.007755
0.045000,0.040000,0.495775,0.034714
0.000000,0.000000,0.494566,0.014442
0.000000,0.000000,0.493443,0.007176
0.010000,0.000000,0.494491,0.012320
0.005000,0.060000,0.494731,0.011887
0.075000,0.070000,0.497873,0.105212
0.000000,0.000000,0.493467,0.007098
0.005000,0.010000,0.494852,0.017654
0.010000,0.010000,0.495658,0.019490
0.005000,0.015000,0.494269,0.012132
0.075000,0.035000,0.496432,0.065619
0.315000,0.330000,0.500958,0.460388
0.000000,0.000000,0.494359,0.014770
0.005000,0.000000,0.494210,0.010798
0.000000,0.000000,0.494480,0.010528
0.080000,0.030000,0.496172,0.043268
0.045000,0.080000,0.496318,0.057060
0.005000,0.010000,0.495232,0.017613
0.000000,0.005000,0.493642,0.008957
0.040000,0.070000,0.496738,0.052640
0.000000,0.010000,0.493993,0.009933
0.005000,0.000000,0.494673,0.011744
0.055000,0.015000,0.496240,0.055904
0.125000,0.055000,0.498056,0.180396
0.010000,0.005000,0.494176,0.013347
0.005000,0.015000,0.494031,0.010445
0.235000,0.200000,0.498017,0.166860
0.025000,0.150000,0.495175,0.021849
0.060000,0.040000,0.495344,0.022647
0.065000,0.030000,0.496588,0.067529
0.170000,0.140000,0.497650,0.158146
0.095000,0.035000,0.495550,0.039859
0.345000,0.635000,0.498310,0.218204
0.045000,0.065000,0.496420,0.066313
0.010000,0.055000,0.496555,0.046918
0.005000,0.000000,0.493933,0.008639
0.070000,0.040000,0.496039,0.033557
0.005000,0.000000,0.493781,0.009094
0.005000,0.000000,0.493953,0.010120
0.005000,0.000000,0.494010,0.008609
0.235000,0.320000,0.498301,0.179894
0.005000,0.005000,0.495315,0.023849
0.005000,0.015000,0.495531,0.024544
0.000000,0.000000,0.494351,0.012338
0.045000,0.030000,0.497175,0.093991
0.000000,0.000000,0.494870,0.013838
0.090000,0.215000,0.497075,0.073003
0.030000,0.045000,0.495633,0.030742
0.610000,0.735000,0.499839,0.545573
0.005000,0.025000,0.496491,0.065667
0.010000,0.000000,0.495344,0.015496
0.000000,0.015000,0.494692,0.015738
0.075000,0.140000,0.496777,0.077941
0.005000,0.000000,0.494919,0.014076
0.000000,0.005000,0.494832,0.023301
0.130000,0.030000,0.496980,0.088369
0.005000,0.020000,0.493907,0.009407
0.055000,0.020000,0.495838,0.020185
0.015000,0.000000,0.493289,0.006873
0.185000,0.100000,0.494918,0.020991
0.010000,0.005000,0.496619,0.068669
0.005000,0.010000,0.495513,0.027065
0.615833,0.695000,0.500690,0.573267
0.035000,0.010000,0.493991,0.008847
0.070000,0.020000,0.495992,0.072263
0.035000,0.000000,0.496233,0.056594
0.005000,0.000000,0.494489,0.010453
0.065000,0.030000,0.496512,0.074592
0.010000,0.005000,0.494848,0.012016
0.155000,0.290000,0.495803,0.098237
0.000000,0.000000,0.493724,0.008118
0.075000,0.030000,0.497338,0.103992
0.000000,0.000000,0.493733,0.009073
0.030000,0.000000,0.494526,0.017179
0.010000,0.020000,0.493445,0.007891
0.010000,0.005000,0.494832,0.017648
0.070000,0.075000,0.497805,0.138266
0.165000,0.280000,0.497213,0.107393
0.005000,0.060000,0.495143,0.012180
0.005000,0.005000,0.494367,0.011450
0.025000,0.035000,0.495692,0.020800
0.015000,0.025000,0.495334,0.019390
0.000000,0.000000,0.494559,0.013901
0.025000,0.010000,0.494050,0.008700
0.005000,0.000000,0.495568,0.020398
0.025000,0.080000,0.496824,0.072151
0.000000,0.020000,0.494166,0.010821
0.005000,0.000000,0.493398,0.006705
0.080000,0.015000,0.496309,0.050356
0.135000,0.085000,0.497073,0.060575
0.015000,0.005000,0.494449,0.013271
0.000000,0.000000,0.493987,0.011087
0.025000,0.035000,0.496218,0.041238
0.000000,0.000000,0.493443,0.007062
0.000000,0.100000,0.494302,0.012127
0.030000,0.025000,0.495565,0.020820
0.005000,0.010000,0.491965,0.016341
0.000000,0.000000,0.494472,0.009589
0.000000,0.010000,0.493748,0.008657
0.000000,0.000000,0.495166,0.017011
0.010000,0.010000,0.495636,0.028643
0.005000,0.000000,0.494967,0.014504
0.010000,0.050000,0.494578,0.017207
0.255000,0.145000,0.497515,0.174887
0.000000,0.000000,0.493403,0.007238
0.015000,0.025000,0.494531,0.021166
0.000000,0.000000,0.493742,0.007486
0.465000,0.505000,0.499196,0.458222
0.100000,0.125000,0.496556,0.039928
0.000000,0.000000,0.494674,0.013654
0.000000,0.015000,0.493746,0.006615
0.020000,0.015000,0.496150,0.042335
0.070000,0.050000,0.496018,0.065880
0.040000,0.085000,0.495821,0.047464
0.195000,0.255000,0.498216,0.211021
0.000000,0.000000,0.494337,0.011123
0.050000,0.025000,0.498211,0.134263
0.010000,0.010000,0.493892,0.009084
0.010000,0.020000,0.494295,0.011803
0.000000,0.000000,0.493721,0.008003
0.000000,0.000000,0.493432,0.008817
0.360000,0.165000,0.498443,0.258658
0.010000,0.010000,0.494915,0.026425
0.005000,0.015000,0.494258,0.011301
0.020000,0.015000,0.495670,0.026062
0.000000,0.000000,0.495253,0.019768
0.000000,0.030000,0.495624,0.030400
0.600000,0.530000,0.499324,0.446331
0.000000,0.000000,0.493600,0.006472
0.120000,0.270000,0.496056,0.046896
0.020000,0.005000,0.495232,0.018959
0.000000,0.000000,0.493631,0.007825
0.040000,0.020000,0.496827,0.080460
0.015000,0.020000,0.494704,0.018008
0.075000,0.125000,0.495270,0.026157
0.035000,0.015000,0.496212,0.050894
0.015000,0.000000,0.493927,0.009512
0.010000,0.000000,0.494579,0.017644
0.005000,0.010000,0.495692,0.025680
0.210000,0.190000,0.498148,0.208907
0.095000,0.025000,0.498514,0.191905
0.015000,0.020000,0.494728,0.014032
0.005000,0.000000,0.494095,0.010061
0.000000,0.100000,0.494593,0.012850
0.085000,0.085000,0.496487,0.037403
0.000000,0.000000,0.493589,0.006981
0.000000,0.000000,0.494859,0.013956
0.005000,0.005000,0.494485,0.017207
0.220000,0.175000,0.498727,0.381778
0.010000,0.010000,0.495290,0.022156
0.000000,0.030000,0.496008,0.032159
0.140000,0.135000,0.497121,0.145039
0.000000,0.000000,0.496749,0.112961
0.090000,0.055000,0.495602,0.015630
0.015000,0.005000,0.495110,0.019189
0.000000,0.000000,0.494308,0.009296
0.100000,0.115000,0.496513,0.068492
0.000000,0.000000,0.493797,0.007396
0.065000,0.070000,0.497615,0.121992
0.085000,0.095000,0.495810,0.035278
0.005000,0.015000,0.494488,0.013204
0.010000,0.000000,0.494536,0.018341
0.010000,0.060000,0.495810,0.036253
0.015000,0.000000,0.495002,0.015339
0.090000,0.120000,0.495478,0.077661
0.065000,0.240000,0.496474,0.058095
0.005000,0.005000,0.494259,0.010965
0.030000,0.060000,0.494937,0.014313
0.015000,0.020000,0.496398,0.043534
0.000000,0.000000,0.493880,0.008212
0.030000,0.020000,0.495166,0.016002
0.010000,0.005000,0.494477,0.009712
0.005000,0.000000,0.494297,0.009913
0.080000,0.075000,0.497503,0.164747
0.205000,0.560000,0.496826,0.086048
0.030000,0.000000,0.496719,0.074214
0.005000,0.000000,0.493694,0.008800
0.005000,0.005000,0.494961,0.019601
0.795000,0.755000,0.503427,0.808510
0.015000,0.020000,0.497337,0.080507
0.140000,0.060000,0.497323,0.125260
0.000000,0.000000,0.494256,0.010986
0.035000,0.035000,0.495679,0.037657
0.005000,0.000000,0.495440,0.018579
0.000000,0.000000,0.494897,0.013367
0.100000,0.060000,0.495434,0.020999
0.080000,0.140000,0.498096,0.181949
0.290000,0.385000,0.498295,0.276988
0.005000,0.030000,0.494971,0.013815
0.210000,0.140000,0.496159,0.053124
0.000000,0.000000,0.495140,0.016423
0.000000,0.000000,0.494408,0.012743
0.010000,0.055000,0.494648,0.014782
0.200000,0.285000,0.500200,0.438544
0.535000,0.505000,0.501484,0.586877
0.000000,0.000000,0.492967,0.007068
0.078000,0.210000,0.498323,0.221213
0.025000,0.015000,0.495206,0.020465
0.000000,0.030000,0.494674,0.014310
0.110000,0.045000,0.495933,0.046139
0.005000,0.000000,0.494710,0.015307
0.080000,0.045000,0.498215,0.157318
0.025000,0.040000,0.494172,0.011278
0.000000,0.025000,0.495460,0.032636
0.000000,0.000000,0.493733,0.006745
0.000000,0.000000,0.494878,0.014714
0.005000,0.000000,0.494868,0.016422
0.000000,0.030000,0.493434,0.006615
0.020000,0.005000,0.495958,0.043972
0.040000,0.015000,0.494143,0.012871
0.000000,0.000000,0.494009,0.010066
0.075000,0.055000,0.497437,0.117180
0.000000,0.000000,0.495087,0.015105
0.185000,0.260000,0.498532,0.294477
0.350000,0.445000,0.498341,0.284704
0.000000,0.005000,0.494033,0.010053
0.320000,0.395000,0.498363,0.283007
0.460000,0.410000,0.500433,0.602395
0.100000,0.070000,0.496921,0.058468
0.260000,0.355000,0.496619,0.104255
0.090000,0.100000,0.495851,0.052226
0.030000,0.020000,0.494957,0.016451
0.030000,0.000000,0.494450,0.010673
0.020000,0.000000,0.495198,0.020907
0.025000,0.010000,0.493449,0.006665
0.005000,0.000000,0.494040,0.009771
0.000000,0.000000,0.494406,0.008991
0.000000,0.000000,0.493865,0.008813
0.000000,0.000000,0.493933,0.006798
0.175000,0.030000,0.497374,0.115255
0.000000,0.000000,0.494334,0.010938
0.005000,0.000000,0.493301,0.006615
0.000000,0.010000,0.495106,0.016339
0.035000,0.005000,0.495250,0.015867
0.060000,0.070000,0.495722,0.045552
0.160000,0.105000,0.496182,0.040141
0.000000,0.005000,0.494229,0.011308
0.000000,0.000000,0.494424,0.010818
0.010000,0.010000,0.495248,0.025573
0.080000,0.020000,0.495837,0.037206
0.450000,0.540000,0.500229,0.465773
0.030000,0.005000,0.494791,0.013943
0.000000,0.000000,0.493496,0.007098
0.530000,0.440000,0.498452,0.358847
0.120000,0.230000,0.496799,0.045670
0.145000,0.075000,0.498374,0.164303
0.005000,0.000000,0.493277,0.007899
0.005000,0.020000,0.494019,0.010659
0.000000,0.000000,0.492850,0.006072
0.005000,0.005000,0.494261,0.012476
0.065000,0.025000,0.495356,0.019952
0.120000,0.110000,0.494907,0.067708
0.020000,0.005000,0.494432,0.011332
0.020000,0.065000,0.495795,0.039207
0.040000,0.000000,0.495362,0.023924
0.075000,0.070000,0.498107,0.247217
0.055000,0.010000,0.494607,0.013150
0.020000,0.015000,0.495690,0.028881
0.015000,0.010000,0.494557,0.012563
0.015000,0.020000,0.496204,0.030910
0.005000,0.010000,0.494198,0.009582
0.005000,0.010000,0.495010,0.014180
0.410000,0.270000,0.499609,0.374139
0.000000,0.000000,0.493206,0.007574
0.000000,0.000000,0.493688,0.007098
0.034167,0.005000,0.497956,0.197745
0.150000,0.120000,0.498538,0.238589
0.115000,0.090000,0.497430,0.105365
0.295000,0.115000,0.498381,0.268915
0.000000,0.000000,0.493487,0.007643
0.015000,0.020000,0.494183,0.009020
0.015000,0.035000,0.495022,0.017172
0.000000,0.000000,0.493552,0.009022
0.010000,0.005000,0.495563,0.023821
0.010000,0.005000,0.496495,0.067339
0.015000,0.000000,0.494132,0.011175
0.045000,0.000000,0.493789,0.008150
0.430000,0.470000,0.500337,0.578492
0.025000,0.025000,0.496258,0.042839
0.005000,0.000000,0.493811,0.010115
0.015000,0.005000,0.495863,0.033661
0.015000,0.000000,0.496816,0.093112
0.075000,0.030000,0.494346,0.010458
0.515000,0.435000,0.501303,0.536745
0.000000,0.000000,0.495253,0.022693
0.320000,0.445000,0.497527,0.111375
0.180000,0.150000,0.498192,0.199496
0.005000,0.000000,0.494333,0.010749
0.340000,0.340000,0.497550,0.253144
0.120000,0.035000,0.495097,0.015574
0.000000,0.015000,0.494018,0.009446
0.010000,0.000000,0.495469,0.024964
0.095000,0.125000,0.496149,0.058618
0.000000,0.000000,0.493402,0.008306
0.315000,0.320000,0.498961,0.294090
0.015000,0.025000,0.494741,0.014911
0.210000,0.180000,0.497784,0.156822
0.010000,0.000000,0.495863,0.049917
0.005000,0.000000,0.496220,0.055786
0.010000,0.005000,0.494590,0.013691
0.335000,0.540000,0.498041,0.202054
0.045000,0.010000,0.496312,0.052145
0.005000,0.000000,0.494370,0.011383
0.090000,0.040000,0.496874,0.079958
0.000000,0.005000,0.494355,0.008468
0.150000,0.095000,0.497006,0.085380
0.035000,0.220000,0.494861,0.014064
0.560000,0.630000,0.500120,0.404051
0.000000,0.000000,0.493445,0.008189
0.000000,0.000000,0.493382,0.007820
0.010000,0.000000,0.496279,0.042091
0.270000,0.320000,0.498907,0.303738
0.010000,0.005000,0.494473,0.010388
0.540000,0.470000,0.500642,0.379101
0.010000,0.000000,0.495447,0.015631
0.000000,0.010000,0.494716,0.012400
0.005000,0.000000,0.494706,0.013729
0.015000,0.010000,0.495810,0.035245
0.020000,0.000000,0.493884,0.007678
0.090000,0.055000,0.496434,0.059858
0.040000,0.000000,0.494807,0.012906
0.005000,0.005000,0.495758,0.029868
0.045000,0.155000,0.496042,0.045105
0.000000,0.000000,0.493259,0.007755
0.115000,0.135000,0.495538,0.062243
0.020000,0.000000,0.493737,0.007240
0.025000,0.010000,0.496139,0.045543
0.010000,0.020000,0.494633,0.012757
0.010000,0.010000,0.495515,0.040598
0.045000,0.255000,0.496108,0.033889
0.130000,0.070000,0.495681,0.038088
0.040000,0.020000,0.495856,0.028999
0.000000,0.000000,0.494326,0.014360
0.200000,0.175000,0.498176,0.181858
0.180000,0.295000,0.496908,0.180422
0.060000,0.070000,0.496461,0.072245
0.500000,0.405000,0.500639,0.782842
0.000000,0.000000,0.494364,0.011046
0.180000,0.115000,0.497245,0.069501
0.050000,0.110000,0.495961,0.041137
0.000000,0.000000,0.494981,0.014222
0.070000,0.090000,0.497368,0.105813
0.015000,0.010000,0.494676,0.017779
0.035000,0.020000,0.495082,0.049557
0.000000,0.005000,0.496287,0.052990
0.000000,0.000000,0.493437,0.007098
0.005000,0.025000,0.494873,0.014444
0.125000,0.135000,0.497709,0.084817
0.020000,0.005000,0.495172,0.018223
0.030000,0.025000,0.495354,0.027960
0.055000,0.065000,0.497508,0.102117
0.000000,0.000000,0.492975,0.005381
0.000000,0.020000,0.493805,0.007914
0.000000,0.000000,0.493613,0.006112
0.000000,0.000000,0.493419,0.006440
0.000000,0.000000,0.493733,0.009073
0.105000,0.105000,0.498418,0.241886
0.030000,0.025000,0.496712,0.071309
0.005000,0.000000,0.494406,0.011309
0.000000,0.010000,0.493868,0.009736
0.005000,0.000000,0.494540,0.012743
0.000000,0.000000,0.494012,0.011701
0.015000,0.015000,0.494626,0.013237
0.000000,0.005000,0.494704,0.012994
0.015000,0.020000,0.496041,0.043665
0.060000,0.030000,0.496638,0.050507
0.000000,0.000000,0.492989,0.005778
0.035000,0.015000,0.494959,0.018101
0.630000,0.590000,0.503138,0.806252
0.065000,0.030000,0.495079,0.027390
0.000000,0.005000,0.495806,0.047637
0.045000,0.010000,0.496451,0.051687
0.000000,0.005000,0.494515,0.013442
