rf,ef,ab,gb,Probability
0.015,0.015,0.49424,0.010983,0.019244409
0.56,0.53,0.501627,0.76551,0.651594281
0.025,0.005,0.495507,0.028595,0.022891719
0.015,0.005,0.493934,0.007325,0.006733941
0,0,0.493744,0.00691,0.007080998
0.48,0.41,0.49913,0.280261,0.261944001
0.11,0.03,0.497649,0.104384,0.091596897
0.01,0.015,0.494143,0.011575,0.012008629
0,0,0.495463,0.021678,0.025285054
0.01,0,0.494143,0.011784,0.01640803
0,0,0.494125,0.008869,0.008194696
0.045,0.03,0.49541,0.022083,0.033657523
0.195,0.2,0.497393,0.213228,0.308959601
0.065,0.1,0.496485,0.065699,0.04313713
0.025,0.05,0.495066,0.018269,0.019914222
0.005,0.01,0.495619,0.033535,0.030157464
0.025,0.005,0.495648,0.020178,0.01883908
0,0.005,0.495355,0.021117,0.01551511
0.42,0.385,0.498563,0.357744,0.311483826
0.01,0.015,0.495826,0.026725,0.019914725
0.625,0.685,0.498404,0.296416,0.332810115
0,0.015,0.494322,0.01276,0.01405562
0,0,0.493451,0.007222,0.005380618
0.005,0.07,0.494894,0.023856,0.046238582
0.07,0.05,0.495337,0.020495,0.024068788
0.025,0.06625,0.496487,0.066338,0.085831821
0,0,0.493602,0.00691,0.004977822
0.13,0.075,0.496496,0.058872,0.081515418
0.495,0.415,0.501367,0.522485,0.563407692
0.25,0.125,0.497157,0.123541,0.17805932
0.03,0,0.496681,0.066558,0.074338131
0,0.025,0.492922,0.006293,0.005045369
0,0,0.49482,0.016458,0.012012443
0,0,0.493948,0.007451,0.011853554
0,0,0.494537,0.012978,0.015257238
0.055,0.03,0.496974,0.080907,0.075653576
0,0,0.494343,0.014422,0.008734871
0,0.005,0.493739,0.00832,0.004999151
0.035,0.06,0.496921,0.084359,0.074772479
0.1,0.06,0.497067,0.094955,0.0838491
0,0,0.492918,0.005968,0.004154191
0,0.005,0.49395,0.011087,0.01295418
0.005,0,0.495047,0.014766,0.010003651
0.01,0,0.493772,0.008624,0.013973759
0.01,0,0.495405,0.019274,0.024821162
0.005,0,0.494687,0.016043,0.010187602
0.11,0.17,0.496348,0.053511,0.054279642
0.005,0.01,0.4939,0.0067,0.011409488
0.005,0,0.493199,0.006524,0.006974502
0.005,0.005,0.493865,0.008307,0.009368481
0.025,0.03,0.495863,0.03941,0.040008242
0.03,0.03,0.496401,0.057523,0.045619102
0,0.005,0.494125,0.010232,0.011075778
0,0,0.495818,0.031141,0.042174773
0.005,0,0.493724,0.008118,0.012890549
0.035,0.025,0.49518,0.028989,0.043693719
0.055,0,0.496403,0.080719,0.127335188
0.075,0.045,0.496023,0.045205,0.060101994
0.37,0.37,0.499002,0.439895,0.436996478
0.045,0.01,0.495249,0.01994,0.029832061
0.005,0.005,0.494847,0.014502,0.011536641
0.005,0,0.495682,0.017226,0.017078522
0,0,0.494724,0.014808,0.013934046
0.035,0.02,0.49649,0.05858,0.058515246
0.095,0.17,0.49661,0.085497,0.112511464
0.685,0.785,0.499582,0.539224,0.613438014
0.22,0.165,0.499375,0.384148,0.25886131
0.13,0.245,0.496702,0.066148,0.070843404
0.005,0,0.494551,0.014544,0.013535555
0.01,0,0.493515,0.007303,0.006729345
0.08,0.04,0.496275,0.045278,0.089489947
0.085,0.01,0.496343,0.041475,0.055557077
0.005,0,0.493669,0.008574,0.007339961
0,0,0.494346,0.01177,0.013250518
0.03,0.015,0.497383,0.084509,0.045540216
0.12,0.23,0.497038,0.094361,0.079407494
0,0,0.493381,0.007098,0.00560177
0,0.005,0.493637,0.009769,0.009482874
0.45,0.305,0.499236,0.36838,0.377445986
0.005,0.005,0.494644,0.013325,0.009557872
0.075,0.105,0.496048,0.051521,0.045346
0.035,0,0.494108,0.011044,0.011847604
0,0,0.49451,0.011956,0.018878017
0.025,0.04,0.497412,0.12097,0.109138895
0.39,0.29,0.498664,0.296329,0.254397474
0.005,0.005,0.494645,0.013532,0.016702746
0.075,0.08,0.496696,0.056373,0.033175239
0.055,0.015,0.496587,0.056474,0.059529232
0,0.045,0.494806,0.013503,0.012772856
0.015,0.02,0.495554,0.024368,0.022916297
0.055,0.05,0.495344,0.021675,0.031803916
0,0,0.495413,0.020843,0.020722615
0.125,0.215,0.496889,0.081642,0.075719803
0.025,0.02,0.494144,0.012847,0.007856568
0.015,0.035,0.49536,0.021037,0.018326222
0,0.005,0.494541,0.012976,0.010554142
0.125,0.07,0.496794,0.073133,0.138380449
0.165,0.05,0.498951,0.257526,0.193065226
0.32,0.15,0.498577,0.285185,0.255883352
0.095,0.06,0.496391,0.05319,0.051481483
0,0,0.494066,0.009251,0.013905901
0.015,0.005,0.495293,0.018062,0.021428966
0.02,0,0.494843,0.013045,0.031942172
0.025,0.04,0.495223,0.01984,0.023179443
0,0,0.49313,0.00555,0.006016233
0.03,0,0.495298,0.015653,0.031304117
0,0,0.494949,0.013742,0.016234044
0.025,0.04,0.495748,0.03666,0.024111914
0.02,0.01,0.495776,0.037704,0.043384443
0.01,0.01,0.493978,0.01259,0.025599055
0.24,0.12,0.498539,0.264132,0.272083666
0.005,0,0.495208,0.015655,0.014008992
0.5,0.45,0.499885,0.438639,0.562844216
0.06,0.025,0.496987,0.069504,0.065785235
0.535,0.85,0.500244,0.474024,0.361554224
0.01,0,0.494784,0.020674,0.022895952
0.05,0.025,0.497017,0.08463,0.115897635
0.005,0,0.494449,0.012813,0.012754653
0.02,0.185,0.495572,0.029229,0.028321297
0,0,0.493495,0.007098,0.004842469
0.32,0.28,0.498912,0.420777,0.475178645
0,0,0.494753,0.014471,0.011380075
0.045,0,0.495952,0.030143,0.022805141
0.005,0,0.494517,0.00768,0.010625338
0.005,0,0.494503,0.013551,0.011050884
0.025,0.005,0.494834,0.015859,0.01471796
0.03,0.015,0.49487,0.016534,0.01980086
0.01,0,0.49691,0.080097,0.069676621
0.045,0.015,0.49616,0.036191,0.046632766
0.015,0.015,0.494769,0.013293,0.018733658
0.345,0.3,0.498045,0.142669,0.176638157
0.055,0.025,0.494124,0.011877,0.016397426
0.025,0.005,0.495998,0.039375,0.029385379
0.01,0.01,0.494707,0.018092,0.022741632
0.26,0.26,0.498811,0.453342,0.369942981
0.04,0.01,0.49485,0.013133,0.017074551
0.005,0,0.494511,0.010843,0.008469249
0.005,0.005,0.494659,0.012313,0.013231927
0.055,0.075,0.496422,0.050624,0.048659181
0.035,0,0.495476,0.018397,0.021330518
0.09,0.125,0.496677,0.059361,0.065012605
0,0.055,0.495108,0.031543,0.041766352
0.01,0.02,0.494517,0.01696,0.013677829
0.03,0.015,0.495486,0.019305,0.01965581
0.005,0.005,0.49467,0.01363,0.011454741
0,0.01,0.494495,0.012447,0.011269385
0.05,0.005,0.496658,0.063041,0.048011674
0.13,0.125,0.499124,0.310611,0.28862356
0.005,0,0.494518,0.014861,0.01698277
0,0,0.493437,0.007098,0.00494491
0.015,0,0.494935,0.013442,0.016908824
0.005,0,0.494354,0.011759,0.012593284
0,0,0.493908,0.009408,0.007459472
0.01,0.01,0.496109,0.034357,0.04165493
0.06,0.06,0.496308,0.036887,0.055496054
0.05,0.04,0.495621,0.026949,0.03232603
0.025,0.02,0.494942,0.012671,0.023520132
0.025,0.01,0.495616,0.019659,0.022051341
0.035,0.075,0.496109,0.043344,0.040698144
0.005,0,0.495043,0.017003,0.020304246
0.01,0.03,0.496033,0.04057,0.034717769
0,0,0.495083,0.017272,0.018890186
0.115,0,0.495813,0.038639,0.034473719
0.08,0.11,0.496985,0.092937,0.065765741
0.01,0.02,0.494529,0.011679,0.009956494
0,0.025,0.49446,0.012322,0.010124279
0.005,0,0.493516,0.007897,0.01245837
0.23,0.12,0.497866,0.110577,0.106127551
0,0,0.494862,0.014234,0.016624038
0.005,0.015,0.49512,0.015006,0.014898553
0.015,0.04,0.494721,0.015851,0.018188792
0.315,0.305,0.500651,0.620765,0.56178188
0.05,0.065,0.494156,0.010312,0.011437897
0.195,0.295,0.498311,0.269505,0.309458931
0,0,0.493833,0.008987,0.008276178
0.155,0.14,0.497815,0.107452,0.099971751
0.005,0.055,0.494337,0.011165,0.012478574
0.14,0.125,0.497695,0.147893,0.180891491
0.005,0.045,0.495591,0.031849,0.036838945
0.035,0.015,0.496453,0.054466,0.060044232
0.04,0,0.494545,0.01153,0.01303603
0,0.045,0.494855,0.018835,0.028211701
0.045,0.01,0.496546,0.068723,0.054525092
0.01,0,0.494227,0.011266,0.014524768
0.005,0,0.493452,0.006899,0.005862293
0.01,0.01,0.494916,0.015847,0.015851387
0.19,0.31,0.497934,0.168991,0.218015036
0.02,0.005,0.493615,0.007595,0.013575439
0,0.02,0.494401,0.012421,0.018177971
0.025,0.05,0.493933,0.009084,0.012035243
0.02,0.015,0.496314,0.048594,0.048806314
0.03,0.02,0.495089,0.017661,0.032315243
0.065,0.1,0.497143,0.110124,0.132242206
0.01,0.015,0.495434,0.023893,0.022271371
0.05,0.105,0.497328,0.097583,0.098389046
0.045,0.06,0.495787,0.024906,0.031909673
0.045,0.065,0.49619,0.062304,0.080515593
0.065,0.03,0.494535,0.022334,0.050919729
0,0,0.493638,0.00763,0.00493694
0.015,0,0.494589,0.010739,0.01476488
0.005,0.005,0.494653,0.012984,0.023713529
0,0,0.493976,0.009072,0.009631479
0.05,0.025,0.496225,0.046599,0.031811772
0.025,0.025,0.49537,0.032406,0.051324363
0.01,0.015,0.495472,0.0264,0.025204622
0.03,0.07,0.495944,0.03858,0.027002912
0.025,0.01,0.494761,0.012927,0.019943531
0.155,0.17,0.49807,0.161551,0.116923196
0,0,0.493285,0.007431,0.010833872
0.09,0.04,0.496512,0.054599,0.084129632
0,0,0.493679,0.00691,0.005967335
0.295,0.17,0.495648,0.08234,0.081495536
0,0,0.494356,0.009136,0.012215165
0,0,0.494003,0.00746,0.006806098
0.005,0.005,0.493733,0.011479,0.011019354
0.155,0.295,0.496852,0.112769,0.140053695
0.015,0,0.494642,0.014425,0.013671375
0.06,0.03,0.484623,0.011959,0.032186152
0,0,0.497872,0.105658,0.10206565
0.04,0,0.495705,0.037151,0.082313685
0.08,0.03,0.497652,0.128761,0.090212987
0.025,0.06,0.495301,0.02349,0.020984211
0.025,0,0.495273,0.015354,0.017612123
0,0.01,0.495073,0.01489,0.019718648
0,0,0.494191,0.009629,0.006022046
0.025,0.005,0.494721,0.015851,0.021028141
0,0.005,0.495064,0.017884,0.023881195
0.04,0.12,0.496397,0.059497,0.061260141
0.19,0.26,0.498572,0.303919,0.285913059
0,0.005,0.494255,0.009995,0.009855799
0.19,0.165,0.498636,0.266851,0.241924848
0.015,0.03,0.496033,0.02959,0.03406422
0.07,0.04,0.49666,0.060025,0.060843095
0,0.015,0.493775,0.008246,0.005872039
0.22,0.15,0.498059,0.13775,0.097883449
0.015,0.015,0.496525,0.045043,0.039343195
0.095,0.085,0.496644,0.049022,0.060871066
0.48,0.435,0.499267,0.379364,0.419229752
0.01,0.005,0.494806,0.012593,0.017670891
0,0,0.493891,0.008899,0.009298972
0.005,0,0.494485,0.014299,0.0116863
0.045,0.01,0.494552,0.015267,0.021946319
0.005,0.01,0.496474,0.068219,0.06499449
0.145,0.1,0.496311,0.050996,0.081547127
0.025,0.01,0.495868,0.026882,0.027993083
0,0,0.494109,0.011199,0.008783302
0.705,0.54,0.501063,0.785131,0.587170281
0.015,0.005,0.494679,0.018808,0.022499611
0,0,0.493437,0.007098,0.005059961
0.475,0.435,0.500434,0.447291,0.419337148
0.115,0.16,0.496846,0.075201,0.120973063
0.165,0.07,0.497768,0.092165,0.081162917
0.225,0.31,0.498534,0.305552,0.336788945
0.06,0.17,0.497379,0.112167,0.07953472
0.06,0.03,0.494755,0.01814,0.029530765
0.36,0.105,0.49741,0.10424,0.117027048
0.115,0.04,0.496652,0.082999,0.136967066
0.16,0.11,0.49742,0.108955,0.11830207
0.04,0.04,0.494647,0.012731,0.024210288
0.01,0,0.494856,0.020217,0.019916259
0,0,0.493518,0.007939,0.007379845
0,0.005,0.494681,0.012859,0.016462279
0.665,0.7,0.500394,0.674396,0.518764772
0.385,0.255,0.497723,0.140664,0.159050937
0.01,0.01,0.494775,0.01521,0.011999648
0.035,0.03,0.49737,0.071738,0.048578295
0.02,0.005,0.494494,0.012626,0.017846547
0.07,0.035,0.495916,0.036055,0.078345248
0,0,0.493107,0.007053,0.005606521
0.03,0.045,0.495657,0.023223,0.030731459
0.01,0.075,0.495053,0.014192,0.019405626
0.23,0.155,0.499616,0.40887,0.296109817
0.085,0.02,0.497053,0.085886,0.086349842
0,0,0.495293,0.018119,0.025668541
0,0,0.494557,0.010939,0.010022055
0.015,0,0.495184,0.019693,0.026665524
0.01,0.02,0.49618,0.033993,0.048539587
0,0.02,0.494944,0.013535,0.018878017
0.005,0.005,0.493577,0.00733,0.006726064
0.01,0.015,0.49556,0.021201,0.018357748
0.135,0.115,0.497209,0.096979,0.095141158
0.16,0.205,0.499,0.21864,0.266570896
0.04,0.1,0.495465,0.031209,0.02402503
0.035,0.02,0.496604,0.043867,0.045605398
0.16,0.07,0.497543,0.176734,0.136743225
0.05,0.07,0.494972,0.021366,0.026233464
0.01,0.005,0.494728,0.012943,0.014917023
0,0.005,0.492616,0.005854,0.004338073
0.045,0.025,0.494976,0.016191,0.024588255
0.03,0.165,0.49553,0.026929,0.02280365
0.04,0.005,0.496774,0.057405,0.049200207
0.02,0.01,0.494894,0.0174,0.017710014
0,0,0.495426,0.01983,0.01502632
0.125,0.05,0.495472,0.022992,0.024372175
0.01,0.015,0.494588,0.016392,0.034932671
0,0,0.493729,0.007098,0.007295137
0,0,0.494384,0.011964,0.007660035
0.01,0.01,0.49522,0.029192,0.086691489
0.115,0.105,0.497362,0.112737,0.085938998
0.01,0,0.495142,0.025316,0.018995807
0,0,0.493737,0.007997,0.006418071
0.02,0.02,0.494862,0.013419,0.010296728
0.09,0.03,0.496652,0.075111,0.09041958
0,0,0.494572,0.015819,0.018198681
0.005,0.005,0.49427,0.008752,0.017630457
0.01,0.01,0.496258,0.03098,0.027422215
0.02,0.05,0.49667,0.05908,0.084363908
0,0,0.493477,0.007074,0.007609017
0.02,0.01,0.495925,0.033185,0.031115677
0.005,0.005,0.493433,0.008081,0.009262701
0.27,0.135,0.497215,0.092307,0.085840674
0,0,0.493744,0.007098,0.005419912
0.015,0.095,0.495014,0.016541,0.020291606
0.09,0.135,0.4973,0.097164,0.120784197
0.045,0.005,0.494751,0.016617,0.014277496
0.195,0.105,0.497119,0.079182,0.070798985
0.005,0.02,0.494312,0.013185,0.013694314
0.025,0.02,0.496056,0.043781,0.035543027
0.125,0.28,0.498789,0.270221,0.232263952
0.005,0,0.493914,0.009091,0.011636583
0,0,0.494199,0.01183,0.010913647
0,0,0.494511,0.011223,0.008811093
0.115,0.02,0.498546,0.227469,0.226938822
0.01,0,0.49325,0.007347,0.007343271
0.125,0.095,0.49812,0.150934,0.11158336
0.01,0,0.495021,0.018423,0.018278499
0,0,0.495442,0.019169,0.022880592
0.23,0.3,0.498218,0.217949,0.28622349
0.025,0.005,0.495013,0.017713,0.021983648
0.14,0.195,0.49735,0.165748,0.146997124
0.01,0.015,0.494562,0.020816,0.016035001
0.02,0.005,0.496048,0.036923,0.018791396
0.075,0.035,0.497713,0.129369,0.108661913
0,0.005,0.495363,0.01684,0.014575987
0.265,0.09,0.497707,0.14314,0.222709944
0,0,0.493413,0.007811,0.004971665
0.035,0.015,0.496298,0.057246,0.057603134
0.205,0.205,0.497962,0.139211,0.188134573
0,0,0.493689,0.009009,0.006610658
0.025,0.05,0.496779,0.070175,0.069233674
0.225,0.16,0.498157,0.200525,0.168633155
0.01,0.015,0.494014,0.009182,0.008800692
0.005,0.005,0.494091,0.010665,0.011957974
0.035,0.005,0.494508,0.011757,0.013436607
0,0,0.493964,0.008093,0.007125956
0.315,0.275,0.498235,0.269367,0.213004348
0.01,0,0.494281,0.011663,0.012898587
0.06,0.06,0.496082,0.037716,0.046798714
0.005,0,0.495189,0.018348,0.010571591
0,0,0.494012,0.011701,0.011502201
0,0,0.495392,0.016704,0.023920513
0,0,0.494394,0.013036,0.010948265
0.01,0.005,0.495593,0.026836,0.029064257
0.025,0.015,0.496023,0.036614,0.032607262
0.1,0.005,0.496328,0.05424,0.035007795
0.005,0.01,0.496069,0.053124,0.045028389
0.005,0.01,0.494826,0.01752,0.013041574
0.035,0.02,0.495551,0.030216,0.042683341
0.265,0.255,0.498337,0.180308,0.223150472
0,0.015,0.494201,0.009192,0.013251684
0,0,0.493711,0.007928,0.005038585
0.11,0.175,0.497481,0.137109,0.126464402
0.015,0,0.494405,0.009975,0.013176335
0.075,0.02,0.495575,0.0219,0.030432031
0.015,0.045,0.495382,0.034087,0.032903968
0.025,0.04,0.494195,0.009324,0.012696692
0.025,0,0.492836,0.006293,0.00492777
0.05,0.11,0.49626,0.057293,0.05435713
0.2,0.18,0.497944,0.113889,0.119304262
0.155,0.05,0.49707,0.108592,0.09353646
0.005,0.005,0.493802,0.008673,0.010208466
0.015,0.005,0.494792,0.018147,0.014126035
0.01,0.055,0.494929,0.019662,0.021189988
0,0,0.493922,0.007126,0.005122865
0.005,0.01,0.493387,0.006629,0.011741082
0,0.005,0.494381,0.010494,0.007081258
0.025,0,0.494659,0.013584,0.02311548
0.06,0.1,0.496973,0.053635,0.086357872
0.025,0.03,0.494261,0.009488,0.007347163
0.025,0.06,0.494411,0.013208,0.014798592
0,0.015,0.494602,0.012313,0.011066372
0,0,0.494123,0.010175,0.009919016
0.02,0,0.494657,0.011381,0.017094749
0.335,0.13,0.49847,0.283274,0.298399646
0.14,0.26,0.497614,0.132146,0.111553442
0.07,0.05,0.495967,0.072326,0.10364954
0.005,0.015,0.495468,0.016566,0.023506658
0.025,0.01,0.495596,0.023623,0.018805553
0.12,0.07,0.495374,0.074873,0.184258024
0.595,0.53,0.497988,0.336965,0.287895942
0,0,0.493826,0.010488,0.010321076
0.005,0,0.493775,0.008246,0.006072104
0,0,0.495168,0.021971,0.020711984
0.175,0.23,0.497278,0.112096,0.13558939
0,0,0.494472,0.011335,0.014199143
0.085,0.08,0.497467,0.113165,0.149787374
0,0,0.495204,0.017216,0.022073123
0.005,0,0.494808,0.015145,0.013604417
0,0,0.493964,0.008093,0.007029739
0.025,0.085,0.495917,0.037633,0.044404528
0.005,0,0.4944,0.012877,0.021133728
0.2,0.27,0.499979,0.459085,0.386173092
0.015,0.065,0.495208,0.026079,0.026344629
0.01,0.075,0.495447,0.020963,0.027352624
0.01,0.015,0.496253,0.036845,0.045340368
0.18,0.045,0.498579,0.244685,0.208121091
0.01,0,0.493921,0.009947,0.006205847
0.2,0.27,0.496096,0.09031,0.104776331
0,0,0.493825,0.008253,0.00484042
0.02,0.08,0.496792,0.073341,0.073105566
0.02,0.02,0.494608,0.013385,0.015212592
0.01,0.005,0.49611,0.040369,0.023211119
0.005,0,0.495045,0.012986,0.01356021
0,0,0.493973,0.009464,0.008028522
0.195,0.305,0.49752,0.133799,0.130547377
0.04,0,0.496012,0.042236,0.043242088
0,0,0.49384,0.007098,0.00770981
0.005,0,0.49374,0.007395,0.015445435
0.36,0.26,0.499177,0.304127,0.260257618
0,0,0.49305,0.006428,0.00453917
0.125,0.05,0.49741,0.103837,0.109069475
0.02,0,0.496461,0.0561,0.062616598
0.03,0,0.495903,0.026288,0.026902102
0.04,0.015,0.496754,0.074292,0.074336778
0.01,0,0.494651,0.01287,0.012089179
0.11,0.095,0.495773,0.028436,0.068448282
0.045,0,0.495603,0.022418,0.026553904
0.015,0.02,0.495276,0.029084,0.026295773
0.01,0,0.493204,0.006567,0.00536469
0.025,0.005,0.495281,0.023923,0.018021378
0,0.02,0.494728,0.016551,0.015347555
0.185,0.205,0.497013,0.091862,0.09706576
0.005,0,0.493435,0.007486,0.005986316
0,0.01,0.493865,0.008802,0.013009408
0.035,0,0.495868,0.026261,0.021866728
0.015,0,0.492973,0.006224,0.006985065
0.005,0,0.493572,0.007446,0.009107275
0.14,0.175,0.495369,0.02839,0.045225805
0.09,0.035,0.497324,0.077257,0.09163502
0,0,0.493283,0.005636,0.005115163
0.375,0.53,0.499482,0.305677,0.365690107
0.03,0.015,0.495954,0.044211,0.043859589
0.055,0.005,0.495933,0.028955,0.035046153
0,0,0.4942,0.010292,0.014585794
0,0,0.493437,0.007098,0.007034613
0.01,0,0.493257,0.007605,0.005913261
0.015,0.005,0.494644,0.013414,0.014723958
0.01,0,0.493891,0.009368,0.009028804
0.005,0,0.4942,0.012084,0.010604345
0.05,0.085,0.497223,0.087781,0.08203945
0.14,0.08,0.496668,0.072789,0.049055383
0.03,0.025,0.49548,0.052266,0.090687805
0.01,0.01,0.495318,0.02308,0.023050641
0.015,0.045,0.493835,0.009101,0.007605795
0.03,0.065,0.494601,0.014133,0.021505548
0,0,0.493441,0.007126,0.004541188
0,0,0.495913,0.055786,0.060632061
0.48,0.5,0.499367,0.4283,0.487822488
0.32,0.12,0.497561,0.120146,0.128458256
0,0,0.49452,0.010615,0.009303991
0.08,0.075,0.498251,0.256731,0.279239255
0.005,0,0.493816,0.007666,0.00905703
0,0,0.493634,0.008342,0.004935371
0,0.02,0.494319,0.011245,0.016920988
0.005,0,0.496024,0.025876,0.039555541
0.075,0.09,0.49657,0.070161,0.058565576
0.28,0.225,0.498152,0.182985,0.254482422
0.06,0.025,0.497184,0.082479,0.103963358
0,0,0.494529,0.012018,0.009781348
0.015,0.005,0.495588,0.028311,0.026760997
0.405,0.25,0.497921,0.273438,0.229418822
0,0,0.493617,0.008168,0.007275297
0.23,0.305,0.49667,0.075446,0.095499678
0,0.005,0.493902,0.009667,0.008264392
0.025,0.135,0.496315,0.039429,0.062723063
0.005,0.005,0.494575,0.012153,0.015660493
0.005,0.01,0.495711,0.030456,0.029457609
0.005,0,0.493615,0.009226,0.005452771
0.12,0.105,0.496101,0.04273,0.076289494
0.035,0.025,0.494547,0.027461,0.027966476
0.005,0,0.494497,0.015933,0.01835471
0.175,0.12,0.494618,0.020909,0.075706173
0.025,0,0.494593,0.015456,0.041157703
0,0.005,0.494733,0.016253,0.021756501
0.015,0.005,0.496878,0.068205,0.04929057
0.015,0.01,0.494464,0.01695,0.015043586
0,0.02,0.494917,0.01463,0.014686594
0.005,0.01,0.495309,0.016627,0.058182771
0.275,0.545,0.497245,0.078684,0.086170756
0.135,0.09,0.495256,0.023278,0.029858468
0.025,0.01,0.494626,0.013092,0.024128102
0,0,0.493538,0.007536,0.005852938
0.035,0.055,0.494909,0.01264,0.022774819
0.09,0.105,0.496481,0.06256,0.056083982
0.392845,0.39,0.498842,0.284478,0.322584278
0.01,0,0.495047,0.018722,0.013155379
0.025,0,0.495628,0.027569,0.040315657
0,0.015,0.494463,0.012721,0.013354193
0.17,0.275,0.499449,0.26327,0.177299122
0.005,0.005,0.494035,0.01008,0.008006936
0.005,0,0.49309,0.007074,0.008070186
0.035,0.045,0.496657,0.050513,0.031448203
0.025,0.01,0.496676,0.05654,0.040360379
0.02,0.02,0.495543,0.030979,0.02831932
0.055,0.01,0.494467,0.01218,0.014323818
0.03,0.09,0.496525,0.063956,0.082799425
0,0.025,0.493983,0.009563,0.006019756
0,0,0.494274,0.00986,0.013511526
0,0,0.495608,0.034939,0.028517279
0.015,0.005,0.495932,0.0347,0.027379758
0,0,0.493804,0.008757,0.009365426
0.055,0.005,0.49668,0.056196,0.043885792
0.64,0.705,0.500999,0.656398,0.677285714
0,0,0.494172,0.011189,0.011690215
0.27,0.135,0.496395,0.084743,0.136225856
0,0,0.493437,0.007469,0.008087663
0.07,0.03,0.496869,0.072993,0.085960786
0.372589,0.2025,0.496977,0.114833,0.142248653
0.145,0.1,0.497656,0.183222,0.16348814
0.255,0.2,0.498135,0.261168,0.292565644
0.01,0.005,0.495147,0.019387,0.017502306
0.365,0.455,0.495918,0.111002,0.294098895
0.195,0.31,0.497896,0.171785,0.181243854
0.515,0.525,0.500849,0.524034,0.451455686
0.01,0.01,0.494078,0.010515,0.010306586
0.005,0.01,0.494213,0.011335,0.010796464
0.005,0.03,0.49529,0.016099,0.033453631
0,0.005,0.493866,0.008996,0.007297511
0.01,0,0.495135,0.017018,0.017633057
0.015,0,0.495223,0.015929,0.014965291
0,0,0.493622,0.009192,0.011462062
0.005,0,0.494244,0.01074,0.009773388
0.065,0.03,0.495864,0.062559,0.085384489
0.08,0.09,0.49707,0.106998,0.089781358
0.015,0.065,0.496912,0.047788,0.030837182
0,0.175,0.495015,0.025289,0.023825434
0.01,0.03,0.49388,0.010249,0.011545168
0.01,0,0.494675,0.012859,0.012066463
0.01,0.005,0.494782,0.016911,0.013549547
0.005,0,0.494693,0.012524,0.013087205
0,0,0.49421,0.010543,0.014621065
0.05,0.075,0.497781,0.169297,0.153924693
0.045,0.005,0.495501,0.02126,0.026737367
0.265,0.215,0.498208,0.183099,0.150512085
0.22,0.14,0.497942,0.088008,0.148906491
0,0.005,0.496414,0.042486,0.052394314
0.22,0.13,0.500164,0.389308,0.341012608
0.19,0.105,0.495413,0.074663,0.206314198
0.07,0.2,0.495696,0.076097,0.120729859
0.005,0.04,0.495599,0.030403,0.034082916
0.175,0.035,0.49597,0.042565,0.09944029
0.025,0.065,0.495362,0.016416,0.017582349
0.01,0,0.494324,0.010723,0.009575517
0.115,0.13,0.497228,0.096492,0.0826114
0,0,0.492897,0.005669,0.004821048
0,0,0.493931,0.00746,0.007299125
0.045,0.015,0.497402,0.110212,0.132564532
0,0,0.494963,0.014716,0.01449522
0.065,0.015,0.495679,0.046761,0.096889277
0.115,0.12,0.49744,0.111498,0.123154685
0,0,0.493672,0.007251,0.005600517
0.015,0.01,0.495964,0.041347,0.040910133
0.01,0.005,0.494334,0.012719,0.021859809
0.215,0.07,0.496487,0.054504,0.04458726
0.02,0.035,0.494896,0.015465,0.019797842
0.165,0.265,0.496842,0.083061,0.081508881
0,0.065,0.49374,0.007606,0.011053229
0,0,0.495014,0.013456,0.017461473
0.275,0.14,0.4986,0.237211,0.155525753
0,0,0.493075,0.006337,0.007296136
0,0,0.494433,0.010859,0.00907704
0.39,0.42,0.49929,0.364381,0.341691497
0.01,0.01,0.495056,0.018875,0.017560319
0,0,0.494074,0.010043,0.008794156
0.17,0.105,0.4968,0.082993,0.066760235
0,0.005,0.495826,0.03266,0.025873244
0.005,0,0.494155,0.008419,0.006786471
0.005,0.005,0.494351,0.015917,0.014352033
0.105,0.165,0.498459,0.18724,0.153324619
0.05,0.01,0.495091,0.016081,0.017182
0.18,0.38,0.498019,0.18194,0.208675897
0.005,0,0.493137,0.006955,0.007670757
0,0,0.495251,0.013682,0.017576007
0.025,0,0.494683,0.013489,0.01168972
0.125,0.065,0.495837,0.161587,0.084230671
0,0,0.492993,0.005778,0.004923286
0.325,0.25,0.497183,0.141783,0.261758576
0.015,0,0.49429,0.011032,0.014612972
0,0,0.495072,0.015601,0.029172151
0,0.005,0.493436,0.006611,0.006271412
0,0,0.493928,0.008692,0.009771489
0.005,0,0.494284,0.012876,0.012306223
0.045,0.03,0.496985,0.083065,0.064695086
0.05,0.04,0.496069,0.030368,0.041755068
0.115,0.13,0.498111,0.18013,0.115527354
0.035,0.005,0.495278,0.0181,0.01909646
0.14,0.005,0.496243,0.078913,0.078686056
0.045,0.02,0.49466,0.0125,0.016461465
0.06,0.14,0.498078,0.150371,0.135499109
0.095,0.21,0.494971,0.020214,0.02452216
0,0,0.493825,0.008198,0.005961359
0,0.08,0.493405,0.006967,0.007640203
0,0,0.493375,0.007584,0.006513739
0.035,0,0.496622,0.00668,0.062449536
0.09,0.225,0.495369,0.029042,0.048530602
0.015,0.01,0.495276,0.020323,0.015404438
0.045,0.045,0.496608,0.071615,0.063309282
0.02,0.01,0.496368,0.040116,0.04947581
0.695,0.805,0.500449,0.717748,0.585433333
0.05,0.015,0.495011,0.013193,0.027043078
